ID,RowID,LTARSite.Code,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALT.Keywords,subsite,Repo.Name,Model.Name,NALT.Subject,ISO.Topic,Common.Experiment,trl
GACP3077,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3078,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3079,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3080,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3081,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3082,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_39,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3083,,GACP,Soils,SM_2_5cm,soil_moisture_2.5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3084,,GACP,Soils,SM_5cm,soil_moisture_5cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3085,,GACP,Soils,SM_20cm,soil_moisture_20cm,%,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3086,,GACP,Soils,TempC_2_5cm,soil_temperature_2.5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3087,,GACP,Soils,TempC_5cm,soil_temperature_5cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3088,,GACP,Soils,TempC_20cm,soil_temperature_20cm,Deg C,1 hour,1 hour,,,,,,,,Alisa Coffin,.csv,,,,Williford_41,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 hour
GACP3089,,GACP,vegetation,TargTempC,target_temperature,Deg C,,,,,,,,,,Alisa Coffin,.csv,,,,Apogee1,Closed,,,,,,,,"Natural Resources, Earth and Environmental Sciences",,,
GACP3090,,GACP,vegetation,TargTempC,target_temperature,Deg C,,,,,,,,,,Alisa Coffin,.csv,,,,Apogee2,Closed,,,,,,,,"Natural Resources, Earth and Environmental Sciences",,,
GACP3091,,GACP,vegetation,TargTempC,target_temperature,Deg C,,,,,,,,,,Alisa Coffin,.csv,,,,Apogee3,Closed,,,,,,,,"Natural Resources, Earth and Environmental Sciences",,,
GACP3092,,GACP,vegetation,TargTempC,target_temperature,Deg C,,,,,,,,,,Alisa Coffin,.csv,,,,Apogee4,Closed,,,,,,,,"Natural Resources, Earth and Environmental Sciences",,,
GACP3093,,GACP,vegetation,TargTempC,target_temperature,Deg C,,,,,,,,,,Alisa Coffin,.csv,,,,Apogee5,Closed,,,,,,,,"Natural Resources, Earth and Environmental Sciences",,,
GB0001,3042,GB,METEOROLOGY,l1_orc1_climate_wnd3dr,resultant wind direction,Â°N,15 minute,15 minute,03/16/1998,1998-03-16,,01/28/2019,2019-01-28,,,Marks,SAS V9,,,1,point,Open,Biodiversity,"WeatherDaily, WeatherStation","Wind direction air, daily, mean",,,,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,no,15 minute
GB0002,3043,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_shf_3,soil heat flux,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,10/27/2017,2017-10-27,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0003,3044,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_ir_tc,infrared surface temperature,Â°C,30 minute,30 minute,05/06/2015,2015-05-06,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0004,3045,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_par,photosynthetically active radiation,photons/m2/s,30 minute,30 minute,05/06/2015,2015-05-06,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0005,3046,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_ir_tc,infrared surface temperature,Â°C,30 minute,30 minute,04/30/2015,2015-04-30,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0006,3047,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_ir_tc,infrared surface temperature,Â°C,30 minute,30 minute,04/30/2015,2015-04-30,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0007,3048,GB,LAND-ATMOSPHERE FLUXES (EC),q138h08ecflux_par,photosynthetically active radiation,photons/m2/s,30 minute,30 minute,04/30/2015,2015-04-30,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,,,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0008,3049,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_par,photosynthetically active radiation,photons/m2/s,30 minute,30 minute,04/30/2015,2015-04-30,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0009,3050,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_par,photosynthetically active radiation,photons/m2/s,30 minute,30 minute,04/30/2015,2015-04-30,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0010,3051,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_shf_1,soil heat flux,W/m2,30 minute,30 minute,08/18/2014,2014-08-18,,10/09/2018,2018-10-09,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0011,3052,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_shf_6,soil heat flux,W/m2,30 minute,30 minute,08/18/2014,2014-08-18,,01/19/2019,2019-01-19,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0012,3053,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_albedo,average albedo,dimensionless,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0013,3054,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_co2_cr,CO2 concentration,mg/m2/s,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0014,3055,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_fc_un_cr,CO2 flux,mg/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0015,3056,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_h2o_cr,water vapor density,g/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0016,3057,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_h_un_cr,sensible heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0017,3058,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_le_un_cr,latent heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0018,3059,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_press_cr,air pressure,kPa,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0019,3060,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_rl_dwnwell,incoming thermal radiation,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0020,3061,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_rl_upwell,outgoing thermal radiation,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0021,3062,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_rs_dwnwell,incoming thermal radiation,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0022,3063,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_rs_upwell,outgoing solar radiation,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0023,3064,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_shf_1,soil heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0024,3065,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_shf_2,soil heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0025,3066,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_shf_3,soil heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0026,3067,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_shf_4,soil heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0027,3068,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_shf_5,soil heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0028,3069,GB,LAND-ATMOSPHERE FLUXES (EC),qwbsecflux_shf_6,soil heat flux,W/m2,30 minute,30 minute,09/16/2014,2014-09-16,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rws,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0029,3070,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_co2_cr,CO2 concentration,mg/m2/s,30 minute,30 minute,09/10/2014,2014-09-10,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0030,3071,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_fc_un_cr,CO2 flux,mg/m2,30 minute,30 minute,09/10/2014,2014-09-10,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0031,3072,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_h2o_cr,water vapor density,g/m2,30 minute,30 minute,09/10/2014,2014-09-10,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0032,3073,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_h_un_cr,sensible heat flux,W/m2,30 minute,30 minute,09/10/2014,2014-09-10,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0033,3074,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_le_un_cr,latent heat flux,W/m2,30 minute,30 minute,09/10/2014,2014-09-10,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0034,3075,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_press_cr,air pressure,kPa,30 minute,30 minute,09/10/2014,2014-09-10,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0035,3076,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_shf_2,soil heat flux,W/m2,30 minute,30 minute,08/18/2014,2014-08-18,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0036,3077,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_shf_5,soil heat flux,W/m2,30 minute,30 minute,08/18/2014,2014-08-18,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0037,3078,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_fc_un_cr,CO2 flux,mg/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/23/2019,2019-03-23,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0038,3079,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_h_un_cr,sensible heat flux,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/23/2019,2019-03-23,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0039,3080,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_le_un_cr,latent heat flux,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/23/2019,2019-03-23,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0040,3081,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_albedo,average albedo,dimensionless,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0041,3082,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_co2_cr,CO2 concentration,mg/m2/s,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0042,3083,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_h2o_cr,water vapor density,g/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0043,3084,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_press_cr,air pressure,kPa,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0044,3085,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_rl_dwnwell,incoming thermal radiation,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0045,3086,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_rl_upwell,outgoing thermal radiation,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0046,3087,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_rs_dwnwell,incoming thermal radiation,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0047,3088,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_rs_upwell,outgoing solar radiation,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0048,3089,GB,LAND-ATMOSPHERE FLUXES (EC),qmbsecflux_shf_4,soil heat flux,W/m2,30 minute,30 minute,07/31/2014,2014-07-31,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rms,1,point,Open,Eddy Covariance,AmeriFlux,Soil Heat Flux ,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,no,30 minute
GB0049,3090,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_albedo,average albedo,dimensionless,30 minute,30 minute,07/29/2014,2014-07-29,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0050,3091,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_rl_dwnwell,incoming thermal radiation,W/m2,30 minute,30 minute,07/29/2014,2014-07-29,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0051,3092,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_rl_upwell,outgoing thermal radiation,W/m2,30 minute,30 minute,07/29/2014,2014-07-29,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
GB0052,3093,GB,LAND-ATMOSPHERE FLUXES (EC),qlosecflux_rs_dwnwell,incoming thermal radiation,W/m2,30 minute,30 minute,07/29/2014,2014-07-29,,03/24/2019,2019-03-24,,,Flerchinger,SAS V9,Ameriflux,US-Rls,1,point,Open,Eddy Covariance,AmeriFlux,unresolved,"Meteorology, Eddy Covariance",,,,"Research, Technology and Engineering",climatologyMeteorologyAtmosphere,,30 minute
