Sort,ID,RowID,LTARSiteCode,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALTKeywords,subsite,RepoName,ModelName,NALTSubject,ISOTopic,CommonExperiment,trl,AgCROS.VarNameC
3463,GACP2603,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3464,GACP2604,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3465,GACP2605,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3466,GACP2606,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_46,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3467,GACP2607,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3468,GACP2608,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3469,GACP2609,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3470,GACP2610,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3471,GACP2611,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3472,GACP2612,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3473,GACP2613,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_47,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3474,GACP2614,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3475,GACP2615,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3476,GACP2616,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3477,GACP2617,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3478,GACP2618,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3479,GACP2619,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3480,GACP2620,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_48,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3481,GACP2621,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3482,GACP2622,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3483,GACP2623,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3484,GACP2624,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3485,GACP2625,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3486,GACP2626,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3487,GACP2627,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_49,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3488,GACP2628,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3489,GACP2629,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3490,GACP2630,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3491,GACP2631,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3492,GACP2632,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3493,GACP2633,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3494,GACP2634,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_50,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3495,GACP2635,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3496,GACP2636,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3497,GACP2637,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3498,GACP2638,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3499,GACP2639,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3500,GACP2640,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3501,GACP2641,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_51,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3502,GACP2642,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3503,GACP2643,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3504,GACP2644,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3505,GACP2645,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3506,GACP2646,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3507,GACP2647,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3508,GACP2648,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_52,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3509,GACP2649,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3510,GACP2650,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3511,GACP2651,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3512,GACP2652,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3513,GACP2653,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3514,GACP2654,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3515,GACP2655,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_53,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3516,GACP2656,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3517,GACP2657,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3518,GACP2658,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3519,GACP2659,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3520,GACP2660,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3521,GACP2661,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3522,GACP2662,NA,GACP,Soils,SoilPoreWaterElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_54,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3523,GACP2663,NA,GACP,Soils,MatricPotential,NA,kPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3524,GACP2664,NA,GACP,Soils,MatricPotentialSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3525,GACP2665,NA,GACP,Soils,VolumetricWaterContent,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3526,GACP2666,NA,GACP,Soils,VolumetricWaterContentSoilTemperature,NA,Deg C,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3527,GACP2667,NA,GACP,Soils,SoilPermitivity,NA,unitless,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil permittivity,Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
3528,GACP2668,NA,GACP,Soils,SoilBulkElectricalConductivity,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dinku Endale,.csv,NA,NA,NA,Belflower_216_Plot_55,Closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil",Soil,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,NA,NA,
